"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Users\user\AppData\Local\Temp\codex_exp2_opaque\model_frozen_v2.nlogox"
"experiment-2-opaque-main-final"
"08/01/2026 17:05:05:071 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","run-seed","world-mode","peer-sharing?","credence-policy","[step]","actual-seed","hidden-world","ticks","report-table-version","expert-total-pulls","total-lay-pulls","expert-truth-mass-at-25","expert-recommendation-score-at-25","expert-informative-observations-at-25","mean-lay-truth-mass-at-25","mean-lay-llr-at-25","mean-lay-recommendation-score-at-25","mean-lay-informative-observations-at-25","mean-lay-archive-size-at-25","mean-lay-cumulative-regret-at-25","private-expert-q-at-intervention","private-expert-llr-at-intervention","broadcast-message-bin","broadcast-message-midpoint","broadcast-message-llr","broadcast-message-mode","expert-report-direction-accuracy","credence-message-count","expert-raw-items-transmitted","inbox-empty-at-intervention?","maximum-message-bin-copy-error","maximum-message-llr-copy-error","maximum-immediate-policy-formula-error","mean-received-message-bin-post-intervention","received-bin-dispersion-post-intervention","mean-received-message-llr-post-intervention","received-message-llr-dispersion-post-intervention","mean-lay-truth-mass-post-intervention","lay-q-dispersion-post-intervention","mean-lay-local-archive-size-post-intervention","mean-lay-active-decision-inputs-post-intervention","mean-lay-post-intervention-regret","early-window-wrong-choice-rate","post-intervention-correct-choice-rate","final-window-correct-choice-rate","final-window-wrong-choice-rate","mean-lay-final-brier-score","mean-lay-posterior-truth-mass","mean-lay-q","mean-lay-cumulative-regret","mean-lay-realized-payoff","post-intervention-realized-payoff","mean-lay-b-pulls","maximum-local-ledger-identity-error","maximum-regret-identity-error","maximum-decision-decomposition-error","network-structure-valid?","message-accounting-valid?","evidence-provenance-valid?","credence-payload-valid?","credence-intervention-valid?"
"508","510008","B-bad","true","No Deference","500","510008","B-bad","500","sha256:2708886b9a088082","125","5000","0.55","1","69","0.6245496856907693","-0.5418108777478083","0.8","37.5","75","0.6249999999999999","0.44999999999999996","-0.2006706954621512","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.6245496856907693","0.12651405879044217","75","75","2.319999999999997","0.32","0.9023157894736842","0.984","0.016","0.0019427732199655957","0.9672934218626112","0.03270657813738863","2.944999999999997","0.4924","0.49094736842105263","58.9","3.552713678800501E-15","1.687538997430238E-14","4.440892098500626E-16","true","true","true","true","true"
"509","510009","B-bad","true","No Deference","500","510009","B-bad","500","sha256:2708886b9a088082","125","5000","0.8588821376227943","1","39","0.7188245095579193","-0.9632193382183261","1","22.8","75","0.37999999999999995","0.1411178623772057","-1.8060362591593615","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.7188245095579193","0.07534832567675913","75","75","3.529999999999994","0.32","0.8513684210526316","0.96","0.04","0.0022112550064125815","0.9603527253713369","0.03964727462866302","3.909999999999994","0.4942","0.49536842105263157","78.2","1.3322676295501878E-15","1.865174681370263E-14","8.881784197001252E-16","true","true","true","true","true"
"510","510010","B-bad","true","No Deference","500","510010","B-bad","500","sha256:2708886b9a088082","125","5000","0.9174389747697416","1","22","0.7388229196798033","-1.143822964134262","0.9","29.7","75","0.49499999999999994","0.08256102523025849","-2.408048345545815","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.7388229196798033","0.14623333604263236","75","75","2.2299999999999978","0.268","0.9061052631578947","0.966","0.034","0.0015144182543432652","0.9679304501575776","0.032069549842422176","2.724999999999998","0.4906","0.4926315789473684","54.5","8.881784197001252E-16","6.217248937900877E-15","1.3322676295501878E-15","true","true","true","true","true"
"511","510011","B-bad","true","No Deference","500","510011","B-bad","500","sha256:2708886b9a088082","125","5000","0.7317174011812813","1","67","0.6763892559231748","-0.9030181295796809","0.7","26.7","75","0.44499999999999995","0.2682825988187187","-1.0033534773107562","2","0.25","-1.07436717752279","Coarse","1","1","0","true","0","0","0","2","0","-1.07436717752279","0","0.6763892559231748","0.22258142104201914","75","75","1.814999999999999","0.252","0.923578947368421","0.954","0.046","0.0036762493193314345","0.9595314521562937","0.04046854784370642","2.259999999999999","0.4876","0.48947368421052634","45.2","3.552713678800501E-15","4.884981308350689E-15","1.3322676295501878E-15","true","true","true","true","true"
"512","510012","B-bad","true","No Deference","500","510012","B-bad","500","sha256:2708886b9a088082","125","5000","0.8814994686598714","1","34","0.7401472459932107","-1.083621755495617","1","33","75","0.55","0.11850053134012864","-2.006706954621513","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.7401472459932107","0.08433349631337671","75","75","1.8799999999999983","0.204","0.9208421052631579","0.946","0.054","0.005927700973570412","0.9387696182020905","0.06123038179790964","2.4299999999999984","0.4998","0.5008421052631579","48.6","8.881784197001252E-16","5.329070518200751E-15","4.440892098500626E-16","true","true","true","true","true"
"514","510014","B-bad","true","No Deference","500","510014","B-bad","500","sha256:2708886b9a088082","125","5000","0.9314206186232206","1","53","0.6855704189000823","-0.9632193382183262","0.8","33.6","75","0.56","0.06857938137677946","-2.608719041007966","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.6855704189000823","0.19487850747914243","75","75","3.1449999999999974","0.344","0.867578947368421","0.966","0.034","0.003614950839777398","0.9670949539249705","0.03290504607502958","3.7049999999999974","0.5018","0.5061052631578947","74.1","3.552713678800501E-15","1.9539925233402755E-14","8.881784197001252E-16","true","true","true","true","true"
"513","510013","B-bad","true","No Deference","500","510013","B-bad","500","sha256:2708886b9a088082","125","5000","0.55","1","57","0.6810699652210451","-0.8428169209410354","0.85","30.6","75","0.51","0.44999999999999996","-0.2006706954621512","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.6810699652210451","0.1437446124618332","75","75","3.1849999999999943","0.308","0.8658947368421053","0.97","0.03","0.010046374330954021","0.9552027541582943","0.04479724584170582","3.6949999999999945","0.5002","0.5010526315789474","73.9","6.217248937900877E-15","1.7763568394002505E-14","1.7763568394002505E-15","true","true","true","true","true"
"515","510015","B-bad","true","No Deference","500","510015","B-bad","500","sha256:2708886b9a088082","125","5000","0.8029278364278081","1","33","0.6284638782335971","-0.6020120863864538","0.75","27.6","75","0.45999999999999996","0.1970721635721919","-1.4046948682350588","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.6284638782335971","0.14570862518973157","75","75","1.7499999999999987","0.292","0.9263157894736842","0.95","0.05","0.0016053511294397166","0.9748537501061627","0.02514624989383727","2.2099999999999986","0.4944","0.4945263157894737","44.2","3.552713678800501E-15","9.769962616701378E-15","8.881784197001252E-16","true","true","true","true","true"
"516","510016","B-bad","true","No Deference","500","510016","B-bad","500","sha256:2708886b9a088082","125","5000","0.832766961303352","1","30","0.5701652138140372","-0.3010060431932269","0.7","33.3","75","0.5549999999999999","0.167233038696648","-1.6053655636972102","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.5701652138140372","0.19600627104542473","75","75","3.694999999999996","0.388","0.844421052631579","0.942","0.058","0.006397902714277865","0.9424132315341094","0.05758676846589052","4.249999999999996","0.497","0.496","85","4.440892098500626E-15","1.3322676295501878E-14","1.3322676295501878E-15","true","true","true","true","true"
"518","510018","B-bad","true","No Deference","500","510018","B-bad","500","sha256:2708886b9a088082","125","5000","0.9174389747697416","1","34","0.6426652525551774","-0.6622132950250991","0.85","38.1","75","0.635","0.08256102523025849","-2.408048345545815","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.6426652525551774","0.1398375978263828","75","75","1.8049999999999986","0.272","0.924","0.976","0.024","0.0014999149495549934","0.9728268769807663","0.02717312301923369","2.4399999999999986","0.497","0.4981052631578947","48.8","1.7763568394002505E-15","7.993605777301127E-15","0","true","true","true","true","true"
"517","510017","B-bad","true","No Deference","500","510017","B-bad","500","sha256:2708886b9a088082","125","5000","0.09908992728440646","0","89","0.6016457430040767","-0.48160966910916303","0.75","36.6","75","0.61","0.9009100727155935","2.207377650083664","9","0.9500000000000001","3.26318154292175","Coarse","0","1","0","true","0","0","0","9","0","3.2631815429217506","4.681111291435602E-16","0.6016457430040767","0.17980430825890212","75","75","3.0949999999999975","0.384","0.8696842105263158","0.956","0.044","0.002008357697362329","0.9658607901103158","0.03413920988968435","3.7049999999999974","0.496","0.4983157894736842","74.1","4.440892098500626E-15","7.993605777301127E-15","1.3322676295501878E-15","true","true","true","true","true"
"519","510019","B-bad","true","No Deference","500","510019","B-bad","500","sha256:2708886b9a088082","125","5000","0.9009100727155935","1","63","0.5454014577674698","-0.1806036259159362","0.6","33.9","75","0.565","0.09908992728440649","-2.207377650083664","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.5454014577674698","0.2546845625167796","75","75","3.8649999999999936","0.332","0.8372631578947368","0.972","0.028","0.0014498805429358926","0.9671736724029193","0.03282632759708093","4.4299999999999935","0.5044","0.5058947368421053","88.6","4.440892098500626E-15","1.4210854715202004E-14","3.552713678800501E-15","true","true","true","true","true"
"521","510021","B-bad","true","No Deference","500","510021","B-bad","500","sha256:2708886b9a088082","125","5000","0.8814994686598714","1","34","0.6359959213983359","-0.6622132950250992","0.75","33.9","75","0.565","0.11850053134012864","-2.006706954621513","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.6359959213983359","0.19518693154304886","75","75","3.3399999999999954","0.26","0.8593684210526316","0.9","0.1","0.028204374379821796","0.8935571398474099","0.10644286015259004","3.9049999999999954","0.4984","0.49873684210526315","78.1","3.552713678800501E-15","1.509903313490213E-14","6.661338147750939E-16","true","true","true","true","true"
"520","510020","B-bad","true","No Deference","500","510020","B-bad","500","sha256:2708886b9a088082","125","5000","0.9009100727155935","1","37","0.7503376415838913","-1.143822964134262","1","24.3","75","0.4049999999999999","0.09908992728440649","-2.207377650083664","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.7503376415838913","0.08333745658581504","75","75","2.2849999999999984","0.2","0.9037894736842105","0.96","0.04","0.002227420225580887","0.9613642074657752","0.038635792534224736","2.689999999999998","0.4988","0.5","53.8","8.881784197001252E-16","7.993605777301127E-15","4.440892098500626E-16","true","true","true","true","true"
"523","510023","B-bad","true","No Deference","500","510023","B-bad","500","sha256:2708886b9a088082","125","5000","0.353883495145631","0","89","0.6731488143349734","-0.8428169209410354","0.7","26.4","75","0.43999999999999984","0.646116504854369","0.6020120863864538","6","0.6500000000000001","0.729360182394239","Coarse","0","1","0","true","0","0","0","6","0","0.729360182394239","0","0.6731488143349734","0.1901865154776467","75","75","2.449999999999996","0.192","0.8968421052631579","0.964","0.036","0.0011758880439618087","0.9704261789712787","0.029573821028721366","2.889999999999996","0.5002","0.5029473684210526","57.8","8.881784197001252E-16","1.4210854715202004E-14","8.881784197001252E-16","true","true","true","true","true"
"522","510022","B-bad","true","No Deference","500","510022","B-bad","500","sha256:2708886b9a088082","125","5000","0.9174389747697416","1","28","0.7275762370864298","-1.143822964134262","0.9","27.9","75","0.46499999999999997","0.08256102523025849","-2.408048345545815","0","0.05","-2.47859270028578","Coarse","1","1","0","true","0","0","0","0","0","-2.47859270028578","0","0.7275762370864298","0.20314359158202588","75","75","1.9049999999999985","0.32","0.9197894736842105","0.974","0.026","0.0024460385131702704","0.9643980442952733","0.03560195570472661","2.3699999999999983","0.4892","0.4917894736842105","47.4","1.7763568394002505E-15","1.509903313490213E-14","8.881784197001252E-16","true","true","true","true","true"
"525","510025","B-bad","true","No Deference","500","510025","B-bad","500","sha256:2708886b9a088082","125","5000","0.832766961303352","1","26","0.5857489538681863","-0.4214084604705177","0.6","36.9","75","0.615","0.167233038696648","-1.6053655636972102","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.5857489538681863","0.1659149349327776","75","75","2.4449999999999967","0.288","0.8970526315789473","0.966","0.034","7.913436890111631E-4","0.9749568080317579","0.025043191968242073","3.0599999999999965","0.4944","0.49557894736842106","61.2","1.7763568394002505E-15","5.329070518200751E-15","8.881784197001252E-16","true","true","true","true","true"
"524","510024","B-bad","true","No Deference","500","510024","B-bad","500","sha256:2708886b9a088082","125","5000","0.55","1","45","0.6945349476409904","-1.0234205468569715","0.8","30.3","75","0.5049999999999999","0.44999999999999996","-0.2006706954621513","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.6945349476409904","0.2221413614452531","75","75","2.9699999999999993","0.236","0.8749473684210526","0.906","0.094","0.033532738045393896","0.8958952869335863","0.10410471306641352","3.474999999999999","0.5098","0.5128421052631579","69.5","8.881784197001252E-16","1.9539925233402755E-14","4.440892098500626E-16","true","true","true","true","true"
"526","510026","B-bad","true","No Deference","500","510026","B-bad","500","sha256:2708886b9a088082","125","5000","0.8588821376227943","1","31","0.5703849218709964","-0.36120725183187224","0.65","35.4","75","0.59","0.1411178623772057","-1.8060362591593615","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.5703849218709964","0.21304249932654445","75","75","1.854999999999999","0.34","0.9218947368421052","0.976","0.024","4.154617956323689E-4","0.9820094047547494","0.01799059524525049","2.444999999999999","0.506","0.5042105263157894","48.9","2.6645352591003757E-15","3.9968028886505635E-15","1.7763568394002505E-15","true","true","true","true","true"
"527","510027","B-bad","true","No Deference","500","510027","B-bad","500","sha256:2708886b9a088082","125","5000","0.646116504854369","1","53","0.6533842328498256","-0.7224145036637444","0.7","34.2","75","0.5700000000000001","0.353883495145631","-0.6020120863864538","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.6533842328498256","0.17835853219071937","75","75","2.6949999999999985","0.42","0.8865263157894737","0.948","0.052","0.01651458995342587","0.9427019769460804","0.057298023053919435","3.2649999999999983","0.4884","0.4905263157894737","65.3","3.552713678800501E-15","1.0658141036401503E-14","8.881784197001252E-16","true","true","true","true","true"
"528","510028","B-bad","true","No Deference","500","510028","B-bad","500","sha256:2708886b9a088082","125","5000","0.8029278364278081","1","33","0.7783432332911167","-1.3846277986888436","1","25.5","75","0.425","0.1970721635721919","-1.4046948682350588","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.7783432332911167","0.11063756539259863","75","75","4.2150000000000025","0.244","0.8225263157894737","0.838","0.162","0.025472065817920764","0.8914690815124423","0.10853091848755772","4.640000000000002","0.4954","0.49726315789473685","92.8","8.881784197001252E-16","3.019806626980426E-14","4.440892098500626E-16","true","true","true","true","true"
"529","510029","B-bad","true","No Deference","500","510029","B-bad","500","sha256:2708886b9a088082","125","5000","0.646116504854369","1","57","0.586350837338375","-0.3612072518318722","0.8","42","75","0.7","0.353883495145631","-0.6020120863864538","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.586350837338375","0.08846837045482954","75","75","2.8749999999999947","0.32","0.8789473684210526","0.946","0.054","0.004038121705547041","0.9522661906795091","0.04773380932049084","3.574999999999995","0.4944","0.49536842105263157","71.5","1.7763568394002505E-15","1.4210854715202004E-14","8.881784197001252E-16","true","true","true","true","true"
"530","510030","B-bad","true","No Deference","500","510030","B-bad","500","sha256:2708886b9a088082","125","5000","0.769239887763884","1","54","0.6223721785555861","-0.6622132950250992","0.6","29.1","75","0.485","0.23076011223611606","-1.2040241727729075","2","0.25","-1.07436717752279","Coarse","1","1","0","true","0","0","0","2","0","-1.07436717752279","0","0.6223721785555861","0.29784834641134106","75","75","2.354999999999997","0.296","0.9008421052631579","0.95","0.05","0.0037141214967397586","0.9634548119983602","0.03654518800163978","2.8399999999999967","0.4906","0.49094736842105263","56.8","2.6645352591003757E-15","7.993605777301127E-15","2.6645352591003757E-15","true","true","true","true","true"
"531","510031","B-bad","true","No Deference","500","510031","B-bad","500","sha256:2708886b9a088082","125","5000","0.8029278364278081","1","35","0.530164623387531","-0.18060362591593612","0.55","41.1","75","0.685","0.1970721635721919","-1.4046948682350588","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.530164623387531","0.22538779856559435","75","75","2.0549999999999957","0.396","0.9134736842105263","0.976","0.024","0.003093730396506215","0.9713090198648399","0.028690980135160166","2.7399999999999958","0.4888","0.488","54.8","3.552713678800501E-15","1.0658141036401503E-14","1.7763568394002505E-15","true","true","true","true","true"
"533","510033","B-bad","true","No Deference","500","510033","B-bad","500","sha256:2708886b9a088082","125","5000","0.5990099009900991","1","58","0.5537477484429487","-0.24080483455458151","0.6","36.6","75","0.61","0.4009900990099009","-0.40134139092430254","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.5537477484429487","0.21041309582036696","75","75","5.210000000000014","0.364","0.7806315789473685","0.866","0.134","0.07045844592597802","0.8727907916809003","0.12720920831909957","5.8200000000000145","0.4912","0.4924210526315789","116.4","4.440892098500626E-15","1.4566126083082054E-13","8.881784197001252E-16","true","true","true","true","true"
"532","510032","B-bad","true","No Deference","500","510032","B-bad","500","sha256:2708886b9a088082","125","5000","0.7317174011812813","1","59","0.6911008685793655","-0.9030181295796806","0.75","33.3","75","0.5549999999999999","0.2682825988187187","-1.0033534773107562","2","0.25","-1.07436717752279","Coarse","1","1","0","true","0","0","0","2","0","-1.07436717752279","0","0.6911008685793655","0.17288818795760755","75","75","2.004999999999998","0.332","0.915578947368421","0.972","0.028","0.0022441459861820205","0.9753149165968635","0.024685083403136472","2.559999999999998","0.5016","0.5029473684210526","51.2","3.552713678800501E-15","8.881784197001252E-15","8.881784197001252E-16","true","true","true","true","true"
"534","510034","B-bad","true","No Deference","500","510034","B-bad","500","sha256:2708886b9a088082","125","5000","0.7317174011812813","1","25","0.5154384494766813","-0.06020120863864535","0.55","32.1","75","0.5349999999999999","0.2682825988187187","-1.0033534773107562","2","0.25","-1.07436717752279","Coarse","1","1","0","true","0","0","0","2","0","-1.07436717752279","0","0.5154384494766813","0.1513415093816272","75","75","2.5399999999999965","0.536","0.8930526315789473","0.964","0.036","0.0020827874656674837","0.9658422349148708","0.034157765085129105","3.074999999999996","0.4888","0.4882105263157895","61.5","1.7763568394002505E-15","1.5987211554602254E-14","8.881784197001252E-16","true","true","true","true","true"
"535","510035","B-bad","true","No Deference","500","510035","B-bad","500","sha256:2708886b9a088082","125","5000","0.5990099009900991","1","80","0.5820950633668367","-0.36120725183187224","0.65","36","75","0.6","0.4009900990099009","-0.40134139092430243","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.5820950633668367","0.1844666996792471","75","75","3.589999999999993","0.372","0.8488421052631578","0.964","0.036","0.0035826657993147833","0.9646224041883327","0.035377595811667294","4.189999999999993","0.4782","0.4791578947368421","83.8","2.6645352591003757E-15","1.2434497875801753E-14","1.3322676295501878E-15","true","true","true","true","true"
"536","510036","B-bad","true","No Deference","500","510036","B-bad","500","sha256:2708886b9a088082","125","5000","0.6905480615036318","1","40","0.771133570480862","-1.264225381411553","1","20.7","75","0.3449999999999999","0.3094519384963682","-0.802682781848605","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.771133570480862","0.08164085759769714","75","75","3.1199999999999966","0.22","0.8686315789473684","0.916","0.084","0.032665609240558155","0.9013187674014416","0.09868123259855838","3.4649999999999963","0.4988","0.5010526315789474","69.3","5.329070518200751E-15","1.0658141036401503E-14","2.7755575615628914E-16","true","true","true","true","true"
"537","510037","B-bad","true","No Deference","500","510037","B-bad","500","sha256:2708886b9a088082","125","5000","0.4009900990099009","0","68","0.6887503291502319","-0.8428169209410352","1","31.8","75","0.5299999999999999","0.5990099009900991","0.40134139092430254","5","0.55","0.225409722106603","Coarse","0","1","0","true","0","0","0","5","0","0.22540972210660298","2.925694557147251E-17","0.6887503291502319","0.09970411542569069","75","75","4.054999999999997","0.344","0.8292631578947368","0.95","0.05","0.003265478567828886","0.962079070341259","0.037920929658741116","4.584999999999997","0.4902","0.48989473684210527","91.7","3.552713678800501E-15","3.552713678800501E-14","4.440892098500626E-16","true","true","true","true","true"
"538","510038","B-bad","true","No Deference","500","510038","B-bad","500","sha256:2708886b9a088082","125","5000","0.8814994686598714","1","40","0.6572411916569895","-0.7826157123023898","0.75","37.5","75","0.625","0.11850053134012864","-2.006706954621513","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.6572411916569895","0.22251422604002735","75","75","1.969999999999997","0.244","0.9170526315789473","0.97","0.03","0.0060606414683580506","0.956807212237328","0.04319278776267198","2.594999999999997","0.4856","0.48547368421052634","51.9","1.7763568394002505E-15","1.3322676295501878E-14","1.3322676295501878E-15","true","true","true","true","true"
"539","510039","B-bad","true","No Deference","500","510039","B-bad","500","sha256:2708886b9a088082","125","5000","0.7317174011812813","1","33","0.7512039435770795","-1.264225381411553","0.9","27.3","75","0.4549999999999999","0.2682825988187187","-1.0033534773107562","2","0.25","-1.07436717752279","Coarse","1","1","0","true","0","0","0","2","0","-1.07436717752279","0","0.7512039435770795","0.1673726533751613","75","75","2.9300000000000024","0.212","0.8766315789473684","0.968","0.032","0.0012533565724603905","0.9754812399174819","0.024518760082518125","3.3850000000000025","0.4944","0.4957894736842105","67.7","3.552713678800501E-15","4.618527782440651E-14","8.881784197001252E-16","true","true","true","true","true"
"540","510040","B-bad","true","No Deference","500","510040","B-bad","500","sha256:2708886b9a088082","125","5000","0.8588821376227943","1","49","0.6524539210873967","-0.6622132950250992","0.9","29.1","75","0.485","0.1411178623772057","-1.8060362591593615","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.6524539210873967","0.11143259867609621","75","75","1.6299999999999986","0.256","0.9313684210526316","0.96","0.04","0.0030731723156729777","0.9626713081519614","0.037328691848038484","2.1149999999999984","0.4956","0.49726315789473685","42.3","4.440892098500626E-15","8.881784197001252E-15","4.440892098500626E-16","true","true","true","true","true"
"541","510041","B-bad","true","No Deference","500","510041","B-bad","500","sha256:2708886b9a088082","125","5000","0.6905480615036318","1","46","0.7708458686900279","-1.2642253814115532","1","30.3","75","0.505","0.3094519384963682","-0.802682781848605","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.7708458686900279","0.08382419176016502","75","75","2.8399999999999967","0.168","0.880421052631579","0.866","0.134","0.02131344650159869","0.9035118753541227","0.09648812464587736","3.3449999999999966","0.5034","0.5065263157894737","66.9","2.6645352591003757E-15","1.5987211554602254E-14","8.881784197001252E-16","true","true","true","true","true"
"542","510042","B-bad","true","No Deference","500","510042","B-bad","500","sha256:2708886b9a088082","125","5000","0.646116504854369","1","39","0.6176651672203715","-0.5418108777478083","0.8","34.5","75","0.575","0.353883495145631","-0.6020120863864538","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.6176651672203715","0.21840773961145196","75","75","2.2049999999999974","0.356","0.907157894736842","0.99","0.01","0.0011680908908085334","0.9749723888042743","0.02502761119572569","2.779999999999997","0.4902","0.49157894736842106","55.6","2.6645352591003757E-15","9.769962616701378E-15","8.881784197001252E-16","true","true","true","true","true"
"543","510043","B-bad","true","No Deference","500","510043","B-bad","500","sha256:2708886b9a088082","125","5000","0.44999999999999996","0","79","0.7808538804536019","-1.3244265900501984","1","24.6","75","0.40999999999999986","0.55","0.2006706954621513","5","0.55","0.225409722106603","Coarse","0","1","0","true","0","0","0","5","0","0.22540972210660298","2.925694557147251E-17","0.7808538804536019","0.07371610536103505","75","75","1.2800000000000002","0.184","0.9461052631578948","0.976","0.024","0.002616552647836743","0.963431203157992","0.03656879684200803","1.6900000000000002","0.5064","0.5077894736842106","33.8","1.3322676295501878E-15","5.329070518200751E-15","8.881784197001252E-16","true","true","true","true","true"
"544","510044","B-bad","true","No Deference","500","510044","B-bad","500","sha256:2708886b9a088082","125","5000","0.6905480615036318","1","40","0.6541776781841496","-0.7224145036637447","0.8","33","75","0.55","0.3094519384963682","-0.802682781848605","3","0.35000000000000003","-0.752409436346952","Coarse","1","1","0","true","0","0","0","3","0","-0.7524094363469519","1.1702778228589004E-16","0.6541776781841496","0.16655787980172435","75","75","3.0899999999999945","0.332","0.8698947368421053","0.944","0.056","0.028538198722116104","0.898671897016912","0.10132810298308792","3.639999999999995","0.4934","0.4945263157894737","72.8","1.1102230246251565E-15","1.5987211554602254E-14","1.3322676295501878E-15","true","true","true","true","true"
"545","510045","B-bad","true","No Deference","500","510045","B-bad","500","sha256:2708886b9a088082","125","5000","0.8814994686598714","1","22","0.5598960053916999","-0.2408048345545814","0.65","30.6","75","0.51","0.11850053134012864","-2.006706954621513","1","0.15000000000000002","-1.67457630414391","Coarse","1","1","0","true","0","0","0","1","0","-1.6745763041439097","2.340555645717801E-16","0.5598960053916999","0.2290362069595495","75","75","1.704999999999998","0.256","0.9282105263157895","0.974","0.026","0.0035233877087153475","0.9628427870846211","0.03715721291537881","2.214999999999998","0.496","0.49494736842105264","44.3","4.440892098500626E-15","9.769962616701378E-15","3.552713678800501E-15","true","true","true","true","true"
"547","510047","B-bad","true","No Deference","500","510047","B-bad","500","sha256:2708886b9a088082","125","5000","0.5990099009900991","1","44","0.7305465032197835","-1.083621755495617","0.85","25.2","75","0.41999999999999993","0.4009900990099009","-0.40134139092430254","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.7305465032197835","0.14396933636007356","75","75","4.445000000000008","0.32","0.8128421052631579","0.882","0.118","0.0877401853965328","0.8300069666223766","0.16999303337762336","4.865000000000008","0.4852","0.484421052631579","97.3","1.7763568394002505E-15","1.2789769243681803E-13","8.881784197001252E-16","true","true","true","true","true"
"546","510046","B-bad","true","No Deference","500","510046","B-bad","500","sha256:2708886b9a088082","125","5000","0.5990099009900991","1","42","0.6041848621966361","-0.5418108777478083","0.7","29.7","75","0.49499999999999994","0.4009900990099009","-0.40134139092430254","4","0.45","-0.332834215328142","Coarse","1","1","0","true","0","0","0","4","0","-0.332834215328142","0","0.6041848621966361","0.26458927388003806","75","75","4.600000000000008","0.372","0.8063157894736842","0.938","0.062","0.005366572212877738","0.9556806822592427","0.04431931774075701","5.095000000000008","0.4946","0.4941052631578947","101.9","2.6645352591003757E-15","7.638334409421077E-14","1.3322676295501878E-15","true","true","true","true","true"
