"world","policy","ticks","correct_choice_rate","correct_ci_low","correct_ci_high","b_share","truth_mass","post_regret","n_runs"
"B-bad","E-Total Evidence",230,0.9205,0.906865568342129,0.934134431657871,0.0795,0.914270858803429,1.46765,200
"B-bad","E-Total Evidence",235,0.9185,0.905313252350642,0.931686747649358,0.0815,0.915646814124764,1.48885,200
"B-bad","E-Total Evidence",240,0.9185,0.904740133297946,0.932259866702054,0.0815,0.916476039563408,1.509925,200
"B-bad","E-Total Evidence",245,0.908,0.894220330757884,0.921779669242116,0.092,0.919446123727211,1.531125,200
"B-bad","E-Total Evidence",250,0.923,0.909336397320218,0.936663602679782,0.077,0.920418090402571,1.5511,200
"B-bad","E-Total Evidence",255,0.923,0.909265936855677,0.936734063144323,0.077,0.922336161483443,1.571175,200
"B-bad","E-Total Evidence",260,0.9285,0.915813145251202,0.941186854748797,0.0715,0.924315560014512,1.58985,200
"B-bad","E-Total Evidence",265,0.924,0.909814431850694,0.938185568149306,0.076,0.925627064901092,1.6096,200
"B-bad","E-Total Evidence",270,0.933,0.921283581592419,0.944716418407581,0.067,0.926243687970926,1.6276,200
"B-bad","E-Total Evidence",275,0.9345,0.922026442923903,0.946973557076097,0.0655,0.927060660446194,1.64595,200
"B-bad","E-Total Evidence",280,0.928,0.915954553061019,0.940045446938981,0.072,0.928743538696831,1.6638,200
"B-bad","E-Total Evidence",285,0.9245,0.911429414741681,0.937570585258319,0.0755,0.930977029565835,1.6822,200
"B-bad","E-Total Evidence",290,0.9315,0.918722174436523,0.944277825563477,0.0685,0.932508036673544,1.69895,200
"B-bad","E-Total Evidence",295,0.9305,0.918371701018655,0.942628298981345,0.0695,0.934121777296738,1.715225,200
"B-bad","E-Total Evidence",300,0.937,0.926390350083213,0.947609649916787,0.063,0.936595653040763,1.730875,200
"B-bad","E-Total Evidence",305,0.9285,0.916761564998629,0.940238435001371,0.0715,0.935742704208401,1.74695,200
"B-bad","E-Total Evidence",310,0.9365,0.923828370548157,0.949171629451843,0.0635,0.936557860475393,1.7628,200
"B-bad","E-Total Evidence",315,0.939,0.927816351131672,0.950183648868328,0.061,0.938281212013706,1.777425,200
"B-bad","E-Total Evidence",320,0.939,0.926667103597762,0.951332896402238,0.061,0.939640564142192,1.792925,200
"B-bad","E-Total Evidence",325,0.9395,0.928135914900409,0.950864085099591,0.0605,0.941727560692699,1.80825,200
"B-bad","E-Total Evidence",330,0.9395,0.92856884412131,0.95043115587869,0.0605,0.942133911178778,1.823675,200
"B-bad","E-Total Evidence",335,0.9435,0.932078304080022,0.954921695919978,0.0565,0.943378021676319,1.838125,200
"B-bad","E-Total Evidence",340,0.936,0.923804835293812,0.948195164706188,0.064,0.943791460900302,1.852375,200
"B-bad","E-Total Evidence",345,0.9405,0.929289843173247,0.951710156826753,0.0595,0.945703014055115,1.866325,200
"B-bad","E-Total Evidence",350,0.9495,0.940283977356428,0.958716022643572,0.0505,0.947065738414959,1.879775,200
"B-bad","E-Total Evidence",355,0.9375,0.926878756945625,0.948121243054375,0.0625,0.947674084366462,1.894225,200
"B-bad","E-Total Evidence",360,0.938,0.926664617231317,0.949335382768683,0.062,0.947727771606836,1.907,200
"B-bad","E-Total Evidence",365,0.9465,0.935570610273259,0.957429389726741,0.0535,0.949233771813446,1.92005,200
"B-bad","E-Total Evidence",370,0.944,0.932405316068241,0.955594683931759,0.056,0.94939504044954,1.93205,200
"B-bad","E-Total Evidence",375,0.9515,0.941776383099477,0.961223616900523,0.0485,0.949632267955367,1.945075,200
"B-bad","E-Total Evidence",380,0.9485,0.938976984663168,0.958023015336832,0.0515,0.95015017330199,1.9577,200
"B-bad","E-Total Evidence",385,0.9515,0.942078887069766,0.960921112930234,0.0485,0.951189237734172,1.970575,200
"B-bad","E-Total Evidence",390,0.941,0.930492737519976,0.951507262480024,0.059,0.95196122497161,1.9841,200
"B-bad","E-Total Evidence",395,0.9545,0.945097346787359,0.963902653212641,0.0455,0.952284891658919,1.9963,200
"B-bad","E-Total Evidence",400,0.9505,0.941283977356428,0.959716022643572,0.0495,0.952924791239816,2.00835,200
"B-bad","E-Total Evidence",405,0.9535,0.944089137998138,0.962910862001862,0.0465,0.953053089430035,2.0198,200
"B-bad","E-Total Evidence",410,0.951,0.940981805898001,0.961018194101999,0.049,0.953787309582728,2.03175,200
"B-bad","E-Total Evidence",415,0.957,0.946741883566472,0.967258116433528,0.043,0.953799609932939,2.043175,200
"B-bad","E-Total Evidence",420,0.949,0.938696817489278,0.959303182510722,0.051,0.954029350992066,2.055175,200
"B-bad","E-Total Evidence",425,0.9515,0.940739716523134,0.962260283476866,0.0485,0.954458818329083,2.06715,200
"B-bad","E-Total Evidence",430,0.9615,0.952530249495075,0.970469750504925,0.0385,0.955291212525343,2.078575,200
"B-bad","E-Total Evidence",435,0.959,0.949659917682994,0.968340082317006,0.041,0.955687332713122,2.08875,200
"B-bad","E-Total Evidence",440,0.9595,0.949665833428256,0.969334166571744,0.0405,0.956339007542921,2.099725,200
"B-bad","E-Total Evidence",445,0.962,0.953484849564766,0.970515150435234,0.038,0.957383846870763,2.109975,200
"B-bad","E-Total Evidence",450,0.956,0.946821495945231,0.965178504054769,0.044,0.957230528596636,2.120425,200
"B-bad","E-Total Evidence",455,0.957,0.946931829945754,0.967068170054246,0.043,0.957639250203206,2.130775,200
"B-bad","E-Total Evidence",460,0.954,0.945566859345028,0.962433140654971,0.046,0.957211046580084,2.141125,200
"B-bad","E-Total Evidence",465,0.96,0.951323155055497,0.968676844944503,0.04,0.958346366519895,2.15195,200
"B-bad","E-Total Evidence",470,0.951,0.941475717782489,0.960524282217511,0.049,0.958103977910027,2.16255,200
"B-bad","E-Total Evidence",475,0.9535,0.943886195958898,0.963113804041102,0.0465,0.958704178284314,2.1726,200
"B-bad","E-Total Evidence",480,0.963,0.953856265126482,0.972143734873518,0.037,0.959775846350311,2.182725,200
"B-bad","E-Total Evidence",485,0.962,0.953484849564766,0.970515150435234,0.038,0.959974333726534,2.192325,200
"B-bad","E-Total Evidence",490,0.9575,0.948342815929528,0.966657184070472,0.0425,0.960993647911039,2.2025,200
"B-bad","E-Total Evidence",495,0.961,0.952346547323982,0.969653452676018,0.039,0.961005066172319,2.212625,200
"B-bad","E-Total Evidence",500,0.9605,0.952175433341594,0.968824566658406,0.0395,0.961721803316469,2.222225,200
"B-good","No Deference",0,0,0,0,0,0.5,0,200
"B-good","No Deference",5,0.544,0.521184935947083,0.566815064052917,0.544,0.537082106370269,0,200
"B-good","No Deference",10,0.5655,0.542560155617322,0.588439844382678,0.5655,0.57330765447035,0,200
"B-good","No Deference",15,0.612,0.587279482856558,0.636720517143442,0.612,0.599640299266423,0,200
"B-good","No Deference",20,0.6245,0.600535344325277,0.648464655674723,0.6245,0.630062113546594,0,200
"B-good","No Deference",25,0.6565,0.631047763482975,0.681952236517025,0.6565,0.659983800325605,0,200
"B-good","No Deference",26,0.657,0.630950560958595,0.683049439041405,0.657,0.664910487335827,0.01715,200
"B-good","No Deference",30,0.68,0.654607657546489,0.705392342453511,0.68,0.686444575676931,0.0828500000000001,200
"B-good","No Deference",35,0.712,0.686586379468035,0.737413620531965,0.712,0.708488844831374,0.159475,200
"B-good","No Deference",40,0.735,0.711065470371392,0.758934529628608,0.735,0.725746787878346,0.229325,200
"B-good","No Deference",45,0.749,0.724145917456171,0.773854082543829,0.749,0.742998221724305,0.295,200
"B-good","No Deference",50,0.7555,0.729592213040755,0.781407786959245,0.7555,0.760169144128455,0.35745,200
"B-good","No Deference",55,0.7685,0.742896520690269,0.794103479309731,0.7685,0.775550869752684,0.41585,200
"B-good","No Deference",60,0.7795,0.752333714398784,0.806666285601216,0.7795,0.785814041607754,0.471075,200
"B-good","No Deference",65,0.7945,0.769832739782595,0.819167260217405,0.7945,0.796587218741874,0.5243,200
"B-good","No Deference",70,0.7945,0.76780321838229,0.82119678161771,0.7945,0.808339493171625,0.57545,200
"B-good","No Deference",75,0.8185,0.793759285036919,0.843240714963081,0.8185,0.819100852953314,0.622675,200
"B-good","No Deference",80,0.8305,0.807325725621612,0.853674274378388,0.8305,0.832142859431057,0.665975,200
"B-good","No Deference",85,0.8455,0.822848082091694,0.868151917908306,0.8455,0.845048017699447,0.706625,200
"B-good","No Deference",90,0.853,0.832302496254221,0.873697503745779,0.853,0.857819362579961,0.744475,200
"B-good","No Deference",95,0.8705,0.849529730593171,0.891470269406829,0.8705,0.861978418701177,0.77845,200
"B-good","No Deference",100,0.868,0.847544075866371,0.888455924133629,0.868,0.872709206738363,0.8135,200
"B-good","No Deference",105,0.882,0.862411822661174,0.901588177338826,0.882,0.880591248085542,0.844525,200
"B-good","No Deference",110,0.8835,0.864922555903846,0.902077444096154,0.8835,0.886088437140764,0.8736,200
"B-good","No Deference",115,0.8865,0.866866664027552,0.906133335972448,0.8865,0.8927705202372,0.901575,200
"B-good","No Deference",120,0.8985,0.880042443581429,0.916957556418571,0.8985,0.898932959511623,0.927849999999999,200
"B-good","No Deference",125,0.914,0.897499364044538,0.930500635955462,0.914,0.904071299033894,0.952974999999999,200
"B-good","No Deference",130,0.906,0.888500087236398,0.923499912763602,0.906,0.909382533214529,0.975649999999999,200
"B-good","No Deference",135,0.92,0.903856547603552,0.936143452396448,0.92,0.912793003394014,0.997674999999999,200
"B-good","No Deference",140,0.914,0.897854156158106,0.930145843841894,0.914,0.915679298223329,1.019175,200
"B-good","No Deference",145,0.9255,0.910730562658077,0.940269437341923,0.9255,0.921261404046319,1.040025,200
"B-good","No Deference",150,0.9195,0.904235637523662,0.934764362476338,0.9195,0.924739988422796,1.05955,200
"B-good","No Deference",155,0.931,0.917218229504525,0.944781770495475,0.931,0.930111023845411,1.077625,200
"B-good","No Deference",160,0.931,0.917148370122933,0.944851629877067,0.931,0.93337132329354,1.09465,200
"B-good","No Deference",165,0.9315,0.916692706469157,0.946307293530843,0.9315,0.93628526471615,1.111825,200
"B-good","No Deference",170,0.9395,0.925613050919159,0.953386949080841,0.9395,0.939307703820289,1.128025,200
"B-good","No Deference",175,0.9375,0.923506421070495,0.951493578929505,0.9375,0.942085849370245,1.142475,200
"B-good","No Deference",180,0.9505,0.938629103279671,0.962370896720329,0.9505,0.945129387492953,1.156325,200
"B-good","No Deference",185,0.9515,0.939549684850984,0.963450315149016,0.9515,0.947998374965775,1.170175,200
"B-good","No Deference",190,0.95,0.938375385671281,0.961624614328719,0.95,0.950242782408431,1.183,200
"B-good","No Deference",195,0.9495,0.93715087442316,0.96184912557684,0.9495,0.953633714226389,1.19475,200
"B-good","No Deference",200,0.956,0.944076975865049,0.96792302413495,0.956,0.955712539188634,1.206075,200
"B-good","No Deference",205,0.957,0.944689037119901,0.969310962880099,0.957,0.958617366024027,1.21665,200
"B-good","No Deference",210,0.9615,0.950069856391341,0.972930143608659,0.9615,0.961240987238652,1.22615,200
"B-good","No Deference",215,0.967,0.9566855817362,0.9773144182638,0.967,0.963477025613314,1.2357,200
"B-good","No Deference",220,0.9645,0.954019641822071,0.974980358177929,0.9645,0.965863505300441,1.24465,200
"B-good","No Deference",225,0.967,0.956408560961582,0.977591439038418,0.967,0.966428790773186,1.252825,200
"B-good","No Deference",230,0.972,0.962663018468445,0.981336981531555,0.972,0.969697599561084,1.260775,200
"B-good","No Deference",235,0.9735,0.964551797182208,0.982448202817792,0.9735,0.971141554569918,1.268125,200
"B-good","No Deference",240,0.9745,0.965603724566825,0.983396275433175,0.9745,0.973288791820595,1.2748,200
"B-good","No Deference",245,0.9685,0.958816170967865,0.978183829032135,0.9685,0.975484307240763,1.281375,200
"B-good","No Deference",250,0.972,0.962258283869573,0.981741716130427,0.972,0.977225732993306,1.287175,200
"B-good","No Deference",255,0.9765,0.968401114786062,0.984598885213938,0.9765,0.978531758715011,1.2926,200
"B-good","No Deference",260,0.983,0.976320722212784,0.989679277787216,0.983,0.980643325809699,1.297875,200
"B-good","No Deference",265,0.982,0.974420405070422,0.989579594929578,0.982,0.980348617898313,1.303025,200
"B-good","No Deference",270,0.9765,0.967715089341582,0.985284910658418,0.9765,0.98142368284118,1.3081,200
"B-good","No Deference",275,0.983,0.975250395503689,0.990749604496311,0.983,0.981500195269939,1.31295,200
"B-good","No Deference",280,0.9795,0.971363066521584,0.987636933478416,0.9795,0.982102215706974,1.317825,200
"B-good","No Deference",285,0.984,0.976590407412579,0.991409592587421,0.984,0.983866818766766,1.322225,200
"B-good","No Deference",290,0.9855,0.978779303846779,0.992220696153221,0.9855,0.984495299378085,1.32645,200
"B-good","No Deference",295,0.985,0.978087786644834,0.991912213355166,0.985,0.985095662927493,1.330075,200
"B-good","No Deference",300,0.9845,0.977005246189943,0.991994753810057,0.9845,0.985300454248704,1.3337,200
"B-good","No Deference",305,0.9855,0.978637186506598,0.992362813493402,0.9855,0.985497540621237,1.337325,200
"B-good","No Deference",310,0.9855,0.978637186506598,0.992362813493402,0.9855,0.986040477487013,1.340975,200
"B-good","No Deference",315,0.9865,0.980031044992082,0.992968955007918,0.9865,0.986408715067103,1.34415,200
"B-good","No Deference",320,0.987,0.980894507950556,0.993105492049444,0.987,0.987145204882533,1.347125,200
"B-good","No Deference",325,0.9885,0.98257625152628,0.99442374847372,0.9885,0.987732992907928,1.35045,200
"B-good","No Deference",330,0.99,0.984442371352735,0.995557628647265,0.99,0.988849158633081,1.3532,200
"B-good","No Deference",335,0.9875,0.981296098650059,0.993703901349941,0.9875,0.989226914861625,1.356075,200
"B-good","No Deference",340,0.9895,0.983540512146385,0.995459487853615,0.9895,0.989500136288882,1.3588,200
"B-good","No Deference",345,0.989,0.982819089852517,0.995180910147483,0.989,0.989620846227323,1.36125,200
"B-good","No Deference",350,0.986,0.979330845623282,0.992669154376718,0.986,0.9900292961848,1.364075,200
"B-good","No Deference",355,0.9895,0.983540512146385,0.995459487853615,0.9895,0.990347172677001,1.36665,200
"B-good","No Deference",360,0.992,0.985886608488008,0.998113391511992,0.992,0.990573639419442,1.368975,200
"B-good","No Deference",365,0.989,0.98297727653051,0.99502272346949,0.989,0.991208925266012,1.37115,200
"B-good","No Deference",370,0.993,0.988286242949871,0.997713757050129,0.993,0.991396430587103,1.3732,200
"B-good","No Deference",375,0.9915,0.985641790796209,0.997358209203791,0.9915,0.99185826748885,1.375225,200
"B-good","No Deference",380,0.9935,0.9890893160776,0.9979106839224,0.9935,0.992255026911065,1.37715,200
"B-good","No Deference",385,0.992,0.986380195822364,0.997619804177636,0.992,0.99290551210516,1.379075,200
"B-good","No Deference",390,0.9925,0.986953236717276,0.998046763282724,0.9925,0.99340566730628,1.380775,200
"B-good","No Deference",395,0.993,0.987893101719218,0.998106898280782,0.993,0.993583678315554,1.38255,200
"B-good","No Deference",400,0.994,0.989060271608386,0.998939728391614,0.994,0.994287936989509,1.384,200
"B-good","No Deference",405,0.9955,0.99149775967261,0.999502240327391,0.9955,0.994541456915725,1.38535,200
"B-good","No Deference",410,0.995,0.990890078189742,0.999109921810258,0.995,0.995017487860557,1.38665,200
"B-good","No Deference",415,0.9965,0.99359301620681,0.99940698379319,0.9965,0.995194060994243,1.387875,200
"B-good","No Deference",420,0.9965,0.99359301620681,0.99940698379319,0.9965,0.995620834304841,1.388825,200
"B-good","No Deference",425,0.9945,0.990063133207468,0.998936866792532,0.9945,0.99601756465113,1.39,200
"B-good","No Deference",430,0.996,0.992366228754127,0.999633771245873,0.996,0.996546502886946,1.39105,200
"B-good","No Deference",435,0.9965,0.992245259575438,1,0.9965,0.997091480728336,1.39175,200
"B-good","No Deference",440,0.9965,0.99299123108534,1,0.9965,0.997104376763843,1.3925,200
"B-good","No Deference",445,0.9975,0.994260118185666,1,0.9975,0.997485378735827,1.3931,200
"B-good","No Deference",450,0.9975,0.994260118185666,1,0.9975,0.997635863242568,1.393675,200
"B-good","No Deference",455,0.9965,0.99299123108534,1,0.9965,0.997699584354294,1.394275,200
"B-good","No Deference",460,0.9985,0.99556,1,0.9985,0.99801210918405,1.39475,200
"B-good","No Deference",465,0.999,0.99704,1,0.999,0.998245401505605,1.395225,200
"B-good","No Deference",470,0.9985,0.996811141445804,1,0.9985,0.998737915119495,1.39555,200
"B-good","No Deference",475,0.9995,0.99852,1,0.9995,0.99875404217203,1.395825,200
"B-good","No Deference",480,0.999,0.99704,1,0.999,0.999067985974248,1.396075,200
"B-good","No Deference",485,0.9985,0.996313062534642,1,0.9985,0.999016371950202,1.396375,200
"B-good","No Deference",490,0.9995,0.99852,1,0.9995,0.99920454516798,1.39665,200
"B-good","No Deference",495,0.9995,0.99852,1,0.9995,0.99928173018247,1.39685,200
"B-good","No Deference",500,0.9995,0.99852,1,0.9995,0.99950524608879,1.397,200
"B-good","E-Preemption",0,0,0,0,0,0.5,0,200
"B-good","E-Preemption",5,0.544,0.521184935947083,0.566815064052917,0.544,0.537082106370269,0,200
"B-good","E-Preemption",10,0.5655,0.542560155617322,0.588439844382678,0.5655,0.57330765447035,0,200
"B-good","E-Preemption",15,0.612,0.587279482856558,0.636720517143442,0.612,0.599640299266423,0,200
"B-good","E-Preemption",20,0.6245,0.600535344325277,0.648464655674723,0.6245,0.630062113546594,0,200
"B-good","E-Preemption",25,0.6565,0.631047763482975,0.681952236517025,0.6565,0.659983800325605,0,200
"B-good","E-Preemption",26,0.7115,0.670514196084338,0.752485803915662,0.7115,0.713568096868417,0.014425,200
"B-good","E-Preemption",30,0.7255,0.685279182394633,0.765720817605367,0.7255,0.732448177540858,0.0710000000000001,200
"B-good","E-Preemption",35,0.76,0.721146252840405,0.798853747159595,0.76,0.744636867142903,0.1366,200
"B-good","E-Preemption",40,0.7585,0.721133535283263,0.795866464716737,0.7585,0.758391700097965,0.199275,200
"B-good","E-Preemption",45,0.7745,0.737296109810584,0.811703890189416,0.7745,0.766250378906434,0.258725,200
"B-good","E-Preemption",50,0.7765,0.740349305045011,0.812650694954989,0.7765,0.78274803864538,0.31695,200
"B-good","E-Preemption",55,0.7935,0.756895581149307,0.830104418850693,0.7935,0.795795874179593,0.369575,200
"B-good","E-Preemption",60,0.7965,0.760633442432277,0.832366557567723,0.7965,0.806852303488902,0.41995,200
"B-good","E-Preemption",65,0.8105,0.775837215038221,0.845162784961779,0.8105,0.81641217413613,0.46695,200
"B-good","E-Preemption",70,0.8245,0.790995475472422,0.858004524527578,0.8245,0.822317403261882,0.5126,200
"B-good","E-Preemption",75,0.822,0.787623472306217,0.856376527693783,0.822,0.829499998067368,0.557675,200
"B-good","E-Preemption",80,0.8345,0.802676888427579,0.866323111572421,0.8345,0.83828555038248,0.5995,200
"B-good","E-Preemption",85,0.847,0.815717967524809,0.878282032475191,0.847,0.849012979760285,0.638525,200
"B-good","E-Preemption",90,0.859,0.83001528817466,0.88798471182534,0.859,0.858451146945213,0.6753,200
"B-good","E-Preemption",95,0.8615,0.831485026483838,0.891514973516162,0.8615,0.864406375470325,0.7102,200
"B-good","E-Preemption",100,0.8675,0.838960024509383,0.896039975490617,0.8675,0.869547053026639,0.744925,200
"B-good","E-Preemption",105,0.873,0.845819062103661,0.900180937896339,0.873,0.875668547137021,0.77725,200
"B-good","E-Preemption",110,0.8785,0.851242200378589,0.905757799621411,0.8785,0.877975910557767,0.8084,200
"B-good","E-Preemption",115,0.884,0.857366836859012,0.910633163140988,0.884,0.884267798410794,0.838224999999999,200
"B-good","E-Preemption",120,0.888,0.862060099456609,0.913939900543391,0.888,0.889379281194005,0.866374999999999,200
"B-good","E-Preemption",125,0.8955,0.871949753535415,0.919050246464585,0.8955,0.895230231064196,0.894199999999999,200
"B-good","E-Preemption",130,0.9,0.876917434628694,0.923082565371306,0.9,0.90221462458241,0.919499999999999,200
"B-good","E-Preemption",135,0.9065,0.884222750591556,0.928777249408444,0.9065,0.904625252692637,0.943274999999999,200
"B-good","E-Preemption",140,0.9085,0.886585322556853,0.930414677443147,0.9085,0.906742962728892,0.967524999999999,200
"B-good","E-Preemption",145,0.916,0.894188520103478,0.937811479896522,0.916,0.913765381829296,0.990224999999999,200
"B-good","E-Preemption",150,0.9085,0.886192441689218,0.930807558310782,0.9085,0.916137830471322,1.012475,200
"B-good","E-Preemption",155,0.924,0.904937252725057,0.943062747274943,0.924,0.922555434076749,1.032,200
"B-good","E-Preemption",160,0.92,0.899961684942297,0.940038315057703,0.92,0.925921951168739,1.0521,200
"B-good","E-Preemption",165,0.929,0.909420201365365,0.948579798634635,0.929,0.93103262355508,1.070175,200
"B-good","E-Preemption",170,0.934,0.91472576244917,0.95327423755083,0.934,0.933643013593832,1.0871,200
"B-good","E-Preemption",175,0.937,0.918603598560326,0.955396401439674,0.937,0.938642364967982,1.10315,200
"B-good","E-Preemption",180,0.945,0.927940818355151,0.962059181644849,0.945,0.942307862287538,1.118075,200
"B-good","E-Preemption",185,0.94,0.921359146826522,0.958640853173478,0.94,0.945356923668961,1.132425,200
"B-good","E-Preemption",190,0.953,0.93810609959256,0.96789390040744,0.953,0.948138444451737,1.14505,200
"B-good","E-Preemption",195,0.95,0.933385106880668,0.966614893119332,0.95,0.951449994603784,1.157625,200
"B-good","E-Preemption",200,0.951,0.935281266433818,0.966718733566182,0.951,0.95347393006178,1.169625,200
"B-good","E-Preemption",205,0.955,0.939173560700381,0.970826439299619,0.955,0.956334588664742,1.180825,200
"B-good","E-Preemption",210,0.957,0.942932638438338,0.971067361561662,0.957,0.956807509367153,1.191175,200
"B-good","E-Preemption",215,0.9595,0.945950786594064,0.973049213405936,0.9595,0.958906814762447,1.20195,200
"B-good","E-Preemption",220,0.9585,0.944726110857476,0.972273889142524,0.9585,0.960782061518067,1.212475,200
"B-good","E-Preemption",225,0.9635,0.950981641943042,0.976018358056958,0.9635,0.962476861424711,1.222425,200
"B-good","E-Preemption",230,0.9685,0.957597136884258,0.979402863115742,0.9685,0.965086603775835,1.2313,200
"B-good","E-Preemption",235,0.9675,0.956047921564078,0.978952078435922,0.9675,0.967181479940441,1.2397,200
"B-good","E-Preemption",240,0.9665,0.954286052045996,0.978713947954004,0.9665,0.968174146641019,1.247875,200
"B-good","E-Preemption",245,0.9675,0.955797801177282,0.979202198822718,0.9675,0.970723835444215,1.255475,200
"B-good","E-Preemption",250,0.9695,0.958542386002299,0.980457613997701,0.9695,0.972349603200755,1.262675,200
"B-good","E-Preemption",255,0.9705,0.959144411731459,0.981855588268541,0.9705,0.97360569670393,1.269375,200
"B-good","E-Preemption",260,0.974,0.962863921100031,0.985136078899969,0.974,0.974643622657664,1.27605,200
"B-good","E-Preemption",265,0.975,0.964813645939531,0.985186354060469,0.975,0.976493246417199,1.28205,200
"B-good","E-Preemption",270,0.9755,0.965243059807596,0.985756940192404,0.9755,0.977630459086688,1.28785,200
"B-good","E-Preemption",275,0.979,0.970039670232199,0.987960329767801,0.979,0.978733241267084,1.29335,200
"B-good","E-Preemption",280,0.981,0.972391279867973,0.989608720132026,0.981,0.979346940400426,1.2987,200
"B-good","E-Preemption",285,0.978,0.968159700948287,0.987840299051713,0.978,0.980700318776556,1.3041,200
"B-good","E-Preemption",290,0.981,0.972504141594268,0.989495858405732,0.981,0.981237473298951,1.308725,200
"B-good","E-Preemption",295,0.982,0.974047540249684,0.989952459750316,0.982,0.981632683988894,1.31335,200
"B-good","E-Preemption",300,0.982,0.974047540249684,0.989952459750316,0.982,0.982790841006662,1.31785,200
"B-good","E-Preemption",305,0.9825,0.973556112949176,0.991443887050824,0.9825,0.983798597760227,1.32205,200
"B-good","E-Preemption",310,0.983,0.974885338785065,0.991114661214935,0.983,0.98384694262473,1.326025,200
"B-good","E-Preemption",315,0.9845,0.97650668130758,0.99249331869242,0.9845,0.984588182114957,1.3297,200
"B-good","E-Preemption",320,0.9865,0.978930918352605,0.994069081647395,0.9865,0.985680967935206,1.33355,200
"B-good","E-Preemption",325,0.988,0.98125600598485,0.99474399401515,0.988,0.986367794775336,1.336925,200
"B-good","E-Preemption",330,0.988,0.98185511218726,0.99414488781274,0.988,0.987231177571029,1.339775,200
"B-good","E-Preemption",335,0.987,0.979873275717767,0.994126724282233,0.987,0.987879524651238,1.343175,200
"B-good","E-Preemption",340,0.988,0.98185511218726,0.99414488781274,0.988,0.988966133865764,1.3462,200
"B-good","E-Preemption",345,0.988,0.980975588295167,0.995024411704833,0.988,0.989264077735207,1.349,200
"B-good","E-Preemption",350,0.989,0.98297727653051,0.99502272346949,0.989,0.990045364977997,1.3515,200
"B-good","E-Preemption",355,0.9915,0.986731782145546,0.996268217854454,0.9915,0.989981856799527,1.353875,200
"B-good","E-Preemption",360,0.9905,0.985012721152909,0.995987278847091,0.9905,0.990554544533882,1.35615,200
"B-good","E-Preemption",365,0.9915,0.986158908511226,0.996841091488774,0.9915,0.991084630617964,1.358475,200
"B-good","E-Preemption",370,0.9915,0.9863427908681,0.9966572091319,0.9915,0.991248911064231,1.36065,200
"B-good","E-Preemption",375,0.992,0.987317058863445,0.996682941136555,0.992,0.992292767569806,1.362825,200
"B-good","E-Preemption",380,0.992,0.987527921576366,0.996472078423634,0.992,0.992252526208327,1.36485,200
"B-good","E-Preemption",385,0.9935,0.98955117382749,0.997448826172511,0.9935,0.992728746971918,1.366525,200
"B-good","E-Preemption",390,0.9915,0.9863427908681,0.9966572091319,0.9915,0.993089942170682,1.368375,200
"B-good","E-Preemption",395,0.9925,0.987904967725027,0.997095032274973,0.9925,0.992885659224497,1.370325,200
"B-good","E-Preemption",400,0.993,0.988495662838293,0.997504337161707,0.993,0.993014622604252,1.372025,200
"B-good","E-Preemption",405,0.9945,0.990772476673346,0.998227523326655,0.9945,0.993254843265242,1.37365,200
"B-good","E-Preemption",410,0.9935,0.98955117382749,0.997448826172511,0.9935,0.993884807749262,1.375275,200
"B-good","E-Preemption",415,0.9935,0.9890893160776,0.9979106839224,0.9935,0.994278091145034,1.376775,200
"B-good","E-Preemption",420,0.9935,0.98955117382749,0.997448826172511,0.9935,0.994516786056663,1.378325,200
"B-good","E-Preemption",425,0.995,0.991668318667322,0.998331681332678,0.995,0.994501165166181,1.379475,200
"B-good","E-Preemption",430,0.9965,0.99359301620681,0.99940698379319,0.9965,0.995045468828011,1.380675,200
"B-good","E-Preemption",435,0.9965,0.99359301620681,0.99940698379319,0.9965,0.995653671786829,1.381775,200
"B-good","E-Preemption",440,0.996,0.992943304244004,0.999056695755996,0.996,0.995908739153964,1.382825,200
"B-good","E-Preemption",445,0.997,0.994629848933,0.999370151067,0.997,0.996271907742136,1.383925,200
"B-good","E-Preemption",450,0.996,0.992642345877546,0.999357654122454,0.996,0.996579010040485,1.38485,200
"B-good","E-Preemption",455,0.999,0.997617557328967,1,0.999,0.996940441380157,1.38565,200
"B-good","E-Preemption",460,0.9975,0.994923970177145,1,0.9975,0.9972860331534,1.386375,200
"B-good","E-Preemption",465,0.9975,0.994923970177145,1,0.9975,0.997659531964526,1.387075,200
"B-good","E-Preemption",470,0.997,0.994629848933,0.999370151067,0.997,0.997578811370802,1.38775,200
"B-good","E-Preemption",475,0.999,0.997617557328967,1,0.999,0.997463583005114,1.3883,200
"B-good","E-Preemption",480,0.997,0.994252625190894,0.999747374809106,0.997,0.997678147861874,1.389,200
"B-good","E-Preemption",485,0.9975,0.994923970177145,1,0.9975,0.997913557686282,1.3897,200
"B-good","E-Preemption",490,0.998,0.996054829973457,0.999945170026543,0.998,0.997807112520692,1.390175,200
"B-good","E-Preemption",495,0.9975,0.994923970177145,1,0.9975,0.998031685971765,1.390725,200
"B-good","E-Preemption",500,0.9975,0.994923970177145,1,0.9975,0.998193411247526,1.39125,200
"B-good","E-Total Evidence",0,0,0,0,0,0.5,0,200
"B-good","E-Total Evidence",5,0.544,0.521184935947083,0.566815064052917,0.544,0.537082106370269,0,200
"B-good","E-Total Evidence",10,0.5655,0.542560155617322,0.588439844382678,0.5655,0.57330765447035,0,200
